
time,gFx,gFy,gFz,ax,ay,az,p,Bx,By,Bz,Azimuth,Pitch,Roll,Gain,
0.017790,0.0106,0.0140,0.9990,0.2546,0.0926,-0.1284,1006.3236,23.1190,12.4562,-41.1140,298.7864,-1.1478,1.6343,-∞,
0.017940,0.0106,0.0140,0.9990,0.2546,0.0926,-0.1284,1006.3236,23.1190,12.4562,-41.1140,298.7864,-1.1478,1.6343,-∞,
0.061592,-0.0027,0.0274,0.9850,0.2339,0.0965,-0.0257,1006.3267,23.1922,11.9926,-41.5898,298.7872,-1.1477,1.6310,-∞,
0.162249,0.0361,0.0360,1.0125,0.1986,0.1390,0.0768,1006.3145,23.5582,11.7364,-41.5654,298.7868,-1.1509,1.6334,-∞,
0.262360,0.0059,0.0199,1.0040,0.3009,0.1813,-0.0558,1006.3419,24.3512,11.9194,-40.9554,298.7852,-1.1554,1.6379,-∞,
0.362834,0.0037,0.0166,0.9910,0.2151,0.1094,0.0608,1006.2961,22.9116,12.1756,-41.2970,298.7839,-1.1624,1.6417,-∞,
0.463079,0.0137,0.0184,1.0119,0.2411,-0.0018,0.0312,1006.3236,23.3630,11.5534,-41.3580,298.7817,-1.1640,1.6439,83.9082,
0.563682,0.0140,0.0131,1.0050,0.2336,0.0809,0.0867,1006.2809,23.4850,11.9926,-41.6752,298.7806,-1.1650,1.6453,83.9082,
0.663850,0.0271,0.0140,0.9844,0.2070,0.0287,0.0152,1006.3541,23.3874,11.9926,-41.8826,298.7813,-1.1663,1.6472,83.9082,
0.764479,0.0203,0.0257,0.9897,0.3519,0.0142,-0.1353,1006.3114,24.0462,11.6388,-41.9436,298.7807,-1.1651,1.6440,88.5110,
0.864733,0.0219,0.0065,1.0001,0.3619,0.0696,-0.1126,1006.3267,23.5704,11.8218,-41.6752,298.7789,-1.1618,1.6370,88.5110,
0.965028,0.0206,0.0077,0.9985,0.3545,0.0688,-0.0550,1006.3480,23.6802,11.9926,-41.5776,298.7790,-1.1573,1.6299,88.5110,
1.065057,0.0094,0.0145,0.9896,0.2527,0.0510,-0.0113,1006.3236,23.5948,12.3708,-40.8944,298.7797,-1.1550,1.6197,92.8957,
1.165834,0.0073,0.0114,1.0008,0.2218,0.0619,0.0541,1006.3450,23.6924,12.3586,-41.4922,298.7780,-1.1514,1.6110,92.8957,
1.265886,-0.0065,0.0123,1.0183,0.2591,0.0652,-0.0574,1006.3267,23.8876,12.2732,-41.3824,298.7757,-1.1475,1.6006,92.8957,
1.366929,0.0093,0.0181,1.0049,0.1915,0.0251,0.0245,1006.3267,23.3752,11.9194,-41.0774,298.7742,-1.1477,1.5912,91.6131,
1.467165,0.0111,0.0134,0.9923,0.1964,0.0492,-0.0160,1006.3480,23.3752,11.9194,-40.9798,298.7717,-1.1441,1.5818,91.6131,
1.567302,0.0135,0.0226,1.0013,0.2311,0.0597,0.0245,1006.3175,23.8876,12.2732,-41.2848,298.7678,-1.1429,1.5686,91.6131,
1.667364,0.0103,0.0164,1.0020,0.2700,0.0508,-0.1434,1006.3572,23.7900,12.1756,-41.3824,298.7670,-1.1413,1.5641,90.5925,
1.767762,0.0223,0.0154,1.0008,0.3109,0.0552,0.0078,1006.3785,23.6070,12.4684,-40.2966,298.7639,-1.1394,1.5533,90.5925,
1.867948,0.0299,0.0150,0.9943,0.3586,0.0562,-0.0409,1006.3511,23.6924,12.1878,-41.2848,298.7624,-1.1356,1.5496,90.5925,
1.968287,0.0218,0.0090,0.9994,0.3451,0.0090,0.0225,1006.3755,23.7656,11.8218,-41.6630,298.7612,-1.1342,1.5387,90.6872,
2.068674,0.0045,0.0128,1.0039,0.2444,0.0273,0.0138,1006.3878,24.1560,11.9194,-40.9554,298.7603,-1.1332,1.5298,90.6872,
2.169096,0.0004,0.0097,0.9939,0.2645,0.0013,-0.1422,1006.3511,22.9116,12.2610,-41.4068,298.7603,-1.1296,1.5281,90.6872,
2.270619,0.0034,0.0212,0.9943,0.2203,0.0380,-0.1175,1006.3511,23.3630,11.7364,-41.4678,298.7589,-1.1249,1.5168,90.9685,
2.372065,0.0119,0.0054,1.0077,0.2060,-0.0027,-0.0066,1006.3725,23.9852,12.3586,-41.5898,298.7581,-1.1220,1.5014,90.9685,
2.472092,0.0069,0.0213,1.0114,0.2330,0.0222,-0.0163,1006.3542,23.3630,11.6388,-41.9680,298.7569,-1.1179,1.4819,90.9685,
2.572658,0.0074,0.0176,1.0172,0.2281,0.0696,-0.0295,1006.3450,23.3874,11.9926,-41.5776,298.7544,-1.1142,1.4582,92.0931,
2.672956,0.0134,0.0177,1.0039,0.3047,0.0513,0.1508,1006.3908,23.1068,12.2610,-41.9070,298.7505,-1.1098,1.4405,92.0931,
2.773185,0.0092,0.0186,0.9916,0.2667,0.0455,-0.1301,1006.3755,23.9608,11.9194,-41.2604,298.7477,-1.1101,1.4244,92.0931,
2.873234,0.0195,0.0159,0.9858,0.2579,-0.0306,-0.1584,1006.3726,23.8876,12.1756,-41.5776,298.7457,-1.1091,1.4150,91.6392,
2.973580,0.0020,0.0096,1.0018,0.2520,0.0036,-0.1079,1006.3451,23.3874,12.0048,-41.2848,298.7456,-1.1022,1.4022,91.6392,
3.074465,0.0074,0.0088,1.0177,0.1874,0.0060,0.1545,1006.3451,23.3264,12.6392,-40.8090,298.7451,-1.0970,1.3900,91.6392,
3.174962,0.0047,0.0161,1.0080,0.1289,-0.0239,0.2064,1006.4031,23.7900,12.1756,-41.3824,298.7444,-1.0911,1.3868,91.0743,
3.275215,0.0088,0.0071,0.9841,0.0901,0.0138,0.0411,1006.3848,23.7900,12.2854,-40.7846,298.7401,-1.0831,1.3735,91.0743,
3.375724,0.0034,0.0271,0.9817,0.2447,0.0236,-0.1965,1006.4122,23.7656,11.8340,-40.7602,298.7363,-1.0771,1.3683,91.0743,
3.476115,0.0184,0.0166,0.9667,0.2685,0.0442,-0.2806,1006.3878,23.0702,11.6510,-41.3702,298.7330,-1.0756,1.3702,91.6873,
3.576427,0.0270,0.0228,0.9945,0.2742,0.0271,-0.0225,1006.3787,23.7778,12.0170,-40.6626,298.7316,-1.0753,1.3595,91.6873,
3.676834,0.0348,0.0161,1.0355,0.2686,0.0269,0.3093,1006.4061,23.6924,12.1878,-41.1872,298.7296,-1.0712,1.3517,91.6873,
3.779529,0.0119,0.0102,1.0219,0.3073,-0.0009,0.2726,1006.3786,23.7656,11.9072,-41.6630,298.7289,-1.0683,1.3555,92.5170,
3.880069,0.0074,0.0058,1.0292,0.2354,-0.0576,0.0013,1006.3817,22.9726,11.6388,-41.7728,298.7290,-1.0670,1.3501,92.5170,
3.980855,0.0174,0.0116,1.0069,0.1991,-0.0572,-0.2126,1006.3817,23.5948,12.1756,-41.6874,298.7279,-1.0594,1.3472,92.5170,
4.081219,0.0136,0.0199,0.9782,0.1529,0.0658,-0.3064,1006.4122,24.1804,12.3464,-41.8826,298.7276,-1.0557,1.3346,91.9542,
4.182566,0.0000,0.0134,0.9932,0.0777,0.0651,-0.1170,1006.3786,23.3630,11.6388,-41.5654,298.7266,-1.0551,1.3235,91.9542,
4.283060,0.0050,0.0156,0.9974,0.0736,-0.0201,0.0501,1006.3878,23.7412,11.4680,-41.6508,298.7247,-1.0489,1.3119,91.9542,
4.383165,-0.0067,0.0101,1.0276,0.0840,0.0060,0.1844,1006.3817,23.8144,12.7246,-40.6992,298.7223,-1.0400,1.2889,90.8643,
4.483895,0.0125,0.0190,1.0121,0.2608,0.0246,0.0142,1006.3939,24.0462,11.6510,-41.4434,298.7178,-1.0350,1.2838,90.8643,
4.584041,0.0122,0.0125,1.0118,0.1928,0.0060,0.1002,1006.3572,23.7900,12.2000,-40.6748,298.7154,-1.0347,1.2770,90.8643,
4.684242,0.0011,0.0133,1.0103,0.1798,0.0804,-0.1974,1006.3755,24.7660,12.2732,-41.2604,298.7138,-1.0377,1.2592,90.4473,
4.784761,0.0129,0.0193,0.9874,0.1494,0.0049,-0.1928,1006.3787,23.2776,11.9194,-40.8822,298.7130,-1.0305,1.2565,90.4473,
4.885113,0.0136,0.0078,1.0043,0.2175,0.0164,0.0659,1006.4000,23.7534,11.5412,-41.9558,298.7111,-1.0274,1.2406,90.4473,
4.985476,0.0179,0.0087,1.0115,0.1818,-0.0388,0.0030,1006.3787,24.4610,12.0902,-41.3580,298.7079,-1.0185,1.2263,90.7510,
5.085599,0.0087,0.0017,1.0035,0.1454,-0.0539,0.0297,1006.3726,23.2898,12.0048,-40.9798,298.7054,-1.0056,1.2057,90.7510,
5.185959,-0.0079,0.0104,0.9960,0.0762,-0.0391,-0.0092,1006.3848,23.6558,11.5534,-41.3580,298.7008,-0.9964,1.1873,90.7510,
5.286461,0.0067,0.0114,1.0117,0.1550,0.0352,0.0017,1006.4000,23.7778,12.1024,-41.0774,298.6985,-0.9922,1.1796,90.4544,
5.386541,0.0101,0.0175,0.9854,0.0093,-0.0399,-0.0973,1006.3329,24.0706,12.0780,-41.7728,298.6950,-0.9882,1.1617,90.4544,
5.487001,-0.0030,0.0038,1.0096,0.0939,-0.0349,0.0304,1006.3787,24.0584,11.9194,-40.9554,298.6924,-0.9823,1.1452,90.4544,
5.587655,-0.0015,0.0137,1.0358,0.0926,-0.0212,0.2992,1006.4000,23.4606,11.6388,-41.7606,298.6891,-0.9778,1.1324,89.4196,
5.687752,0.0182,0.0181,0.9907,0.1677,0.0441,-0.1072,1006.3878,23.6558,11.7364,-41.4678,298.6867,-0.9794,1.1323,89.4196,
5.788185,0.0048,0.0170,0.9818,0.1461,-0.0157,-0.1309,1006.4153,23.3752,11.8340,-40.9676,298.6846,-0.9783,1.1295,89.4196,
5.888221,0.0450,0.0093,0.9401,0.0852,0.0355,0.2525,1006.3726,23.8754,12.0170,-40.9676,298.6868,-0.9806,1.1250,91.7392,
5.988789,0.0129,0.0192,0.9860,0.0681,0.0160,-0.2056,1006.3848,23.2654,11.7364,-41.2726,298.6869,-0.9803,1.1224,91.7392,
6.089284,0.0156,0.0165,1.0067,0.1607,0.0233,0.0125,1006.3726,23.4606,11.6510,-41.0652,298.6877,-0.9732,1.1120,91.7392,
6.189265,0.0124,0.0158,1.0075,0.0869,-0.0358,0.1058,1006.3970,23.1922,12.1024,-40.9920,298.6863,-0.9649,1.0970,90.7862,
6.289232,0.0034,0.0109,1.0280,0.1093,0.0415,0.1301,1006.4398,23.4484,11.3948,-40.7480,298.6848,-0.9574,1.0855,90.7862,
6.389833,0.0192,0.0125,0.9878,0.1911,0.0591,-0.0935,1006.4123,23.7656,11.8462,-40.5650,298.6815,-0.9547,1.0844,90.7862,
6.489971,0.0127,0.0118,0.9925,0.1104,0.0259,-0.0761,1006.3726,23.4728,11.9072,-41.4800,298.6784,-0.9529,1.0724,91.1643,
6.590648,0.0092,0.0103,1.0014,0.1047,-0.0013,-0.3666,1006.3696,22.8994,12.0902,-41.5044,298.6778,-0.9502,1.0631,91.1643,
6.690745,0.0092,0.0091,0.9958,0.1365,0.0474,-0.0906,1006.4092,22.9848,11.7364,-40.9798,298.6743,-0.9469,1.0510,91.1643,
6.790969,0.0042,0.0209,1.0185,0.0667,0.0466,0.1169,1006.3696,24.2658,11.9926,-41.6630,298.6718,-0.9478,1.0377,90.3967,
6.891582,-0.0142,0.0105,1.0349,0.1875,0.0063,0.0047,1006.3940,23.2044,12.1756,-41.4922,298.6698,-0.9481,1.0272,90.3967,
6.991592,-0.0129,0.0093,1.0052,0.1149,-0.0009,-0.0060,1006.4001,23.8510,11.7364,-41.6630,298.6668,-0.9458,1.0110,90.3967,
7.092245,0.0041,0.0183,0.9939,0.1221,0.0050,-0.0475,1006.3726,23.4972,12.3586,-41.2970,298.6643,-0.9436,1.0037,90.7509,
7.192251,0.0091,0.0113,0.9728,0.1153,0.0004,-0.2538,1006.3696,23.7900,12.1756,-41.4800,298.6609,-0.9393,0.9964,90.7509,
7.292539,-0.0001,0.0167,0.9920,0.0708,-0.0109,-0.0887,1006.3452,23.3874,11.9926,-41.5776,298.6584,-0.9324,0.9809,90.7509,
7.392957,0.0073,0.0178,0.9876,0.0978,0.0357,-0.0256,1006.3726,23.5826,12.0902,-41.4800,298.6554,-0.9296,0.9649,90.9912,
7.493172,0.0139,0.0074,1.0148,0.1786,0.0191,-0.0233,1006.3787,23.5704,11.8340,-41.1628,298.6516,-0.9264,0.9589,90.9912,
7.593633,0.0121,0.0190,1.0041,0.1189,0.0546,0.1417,1006.3696,24.5464,11.9316,-40.6382,298.6511,-0.9230,0.9467,90.9912,
7.694033,0.0179,0.0176,1.0055,0.1468,-0.0068,0.1010,1006.3360,23.9486,11.5534,-41.5410,298.6505,-0.9241,0.9390,90.2884,
7.794431,0.0186,0.0172,0.9771,0.1630,-0.0358,-0.0437,1006.3818,23.7656,11.9316,-40.7602,298.6499,-0.9179,0.9308,90.2884,
7.894977,-0.0017,0.0145,0.9913,-0.0221,0.0090,-0.0384,1006.3696,23.4118,12.4562,-40.9066,298.6471,-0.9150,0.9211,90.2884,
7.995244,0.0043,0.0154,0.9889,0.0137,-0.0404,0.0580,1006.3391,23.7656,11.8218,-41.5654,298.6442,-0.9105,0.9179,91.4317,
8.095597,0.0077,0.0099,0.9878,0.0774,0.0472,-0.1219,1006.3940,23.1800,11.8218,-41.3824,298.6398,-0.9126,0.9069,91.4317,
8.195867,0.0174,0.0164,0.9884,0.0904,0.0170,0.0231,1006.2841,23.0824,11.9194,-41.1872,298.6370,-0.9087,0.8927,91.4317,
8.296229,0.0008,0.0100,1.0407,0.0460,-0.0387,0.3106,1006.3085,23.7046,12.4440,-41.3946,298.6342,-0.9071,0.8798,91.7762,
8.397071,0.0240,0.0140,1.0115,0.1630,0.0478,-0.0669,1006.3391,23.1800,11.8340,-40.7724,298.6328,-0.9063,0.8818,91.7762,
8.496843,0.0280,0.0231,1.0029,0.2067,-0.0355,0.1129,1006.3635,23.5704,11.8218,-41.5654,298.6324,-0.9076,0.8814,91.7762,
8.597681,0.0166,0.0149,0.9809,0.1769,0.0317,-0.0842,1006.3360,23.6924,12.3586,-41.0896,298.6333,-0.9083,0.8784,91.4250,
8.697671,0.0268,0.0219,0.9945,0.0989,0.0730,-0.1237,1006.3697,23.7778,12.0170,-40.7724,298.6374,-0.9089,0.8769,91.4250,
8.797988,0.0042,0.0253,0.9837,0.0927,0.0013,-0.0974,1006.3422,23.9608,11.8340,-41.0530,298.6413,-0.9112,0.8734,91.4250,
8.898342,0.0116,0.0196,0.9948,0.1192,0.0618,-0.1568,1006.3788,23.8876,12.3586,-41.1872,298.6475,-0.9119,0.8684,92.2690,
8.998941,0.0148,0.0168,0.9859,0.1207,0.0371,-0.2157,1006.3605,23.7656,11.8096,-41.8704,298.6544,-0.9064,0.8605,92.2690,
9.099260,0.0021,-0.0005,1.0137,0.1291,-0.0215,-0.1385,1006.3087,23.5094,12.4440,-41.2970,298.6613,-0.9049,0.8506,92.2690,
9.199642,-0.0066,0.0156,1.0139,0.1258,0.0159,-0.2290,1006.3453,23.5582,11.6388,-41.9680,298.6713,-0.9050,0.8498,91.7545,
9.300083,0.0134,0.0098,1.0161,0.0455,-0.0482,0.1378,1006.3727,23.7900,12.2610,-41.5898,298.6808,-0.9016,0.8424,91.7545,
9.400314,0.0102,0.0037,1.0038,0.0276,-0.0568,0.0877,1006.3514,23.3874,12.0170,-40.4796,298.6892,-0.8978,0.8343,91.7545,
9.500479,0.0109,0.0104,0.9933,0.1057,0.0483,0.0233,1006.3544,23.7656,11.9072,-41.6630,298.6978,-0.8988,0.8363,91.5212,
9.600807,0.0186,0.0160,0.9710,0.0765,-0.0149,-0.0490,1006.3666,23.4850,12.0780,-41.7850,298.7068,-0.8995,0.8366,91.5212,
9.701092,0.0157,0.0102,1.0012,0.0656,-0.0824,-0.0218,1006.3208,23.1068,12.2488,-42.1022,298.7154,-0.8982,0.8302,91.5212,
9.801631,0.0055,0.0165,0.9730,0.0555,0.0207,-0.0599,1006.3483,23.7778,11.9926,-41.6752,298.7222,-0.8957,0.8228,90.5545,
9.901936,-0.0015,0.0183,1.0288,0.1373,0.0785,-0.1586,1006.3727,23.2898,12.0780,-42.1876,298.7289,-0.8943,0.8037,90.5545,
10.002624,0.0228,0.0118,1.0011,0.0128,0.0242,0.1078,1006.3452,24.1682,12.0902,-41.2604,298.7351,-0.8955,0.7923,90.5545,
10.102995,-0.0091,0.0104,1.0219,0.0373,-0.0322,0.2835,1006.3666,24.1804,12.2610,-41.7728,298.7395,-0.8940,0.7791,91.6907,
10.203119,0.0180,0.0276,0.9946,0.0478,-0.0500,-0.0508,1006.3544,23.7900,12.2732,-41.2848,298.7435,-0.8951,0.7838,91.6907,
10.303629,-0.0008,0.0143,0.9959,-0.0410,-0.0106,-0.0335,1006.3452,24.5342,11.7486,-40.8334,298.7462,-0.8962,0.7705,91.6907,
10.403921,0.0210,0.0163,0.9868,-0.0951,0.0194,-0.1118,1006.3422,23.4606,11.5656,-40.8578,298.7488,-0.8981,0.7631,91.5339,
10.504224,0.0077,0.0135,0.9885,0.0713,0.0309,-0.1296,1006.3544,23.3630,11.6388,-41.5654,298.7524,-0.9016,0.7547,91.5339,
10.604638,-0.0004,0.0193,0.9979,-0.1496,-0.0149,0.0879,1006.3452,23.6802,12.0048,-41.3702,298.7512,-0.9011,0.7347,91.5339,
10.705045,0.0140,0.0087,1.0048,-0.0258,0.0065,0.1376,1006.3422,23.9730,12.1024,-41.0652,298.7516,-0.9040,0.7411,90.8929,
10.805402,0.0183,0.0214,0.9888,-0.0688,-0.0385,0.1489,1006.3452,23.4850,12.0780,-41.7850,298.7500,-0.9032,0.7432,90.8929,
10.905819,-0.0008,0.0097,0.9900,-0.0662,-0.0327,0.0880,1006.3727,23.4972,12.1878,-41.1872,298.7508,-0.9030,0.7422,90.8929,
11.006281,0.0013,0.0110,0.9914,0.0247,-0.0509,-0.0143,1006.3696,23.2654,11.7242,-41.8704,298.7505,-0.9022,0.7464,91.3645,
11.106657,0.0141,0.0171,0.9968,0.0897,0.0352,-0.2208,1006.3757,23.8754,12.0902,-41.1750,298.7495,-0.9053,0.7564,91.3645,
11.207237,0.0108,0.0120,0.9916,0.0542,0.0191,0.0289,1006.3544,23.4850,12.0048,-41.3824,298.7497,-0.9000,0.7533,91.3645,
11.307755,0.0317,0.0123,1.0132,0.1414,0.0115,0.1631,1006.3727,24.1560,11.8218,-41.8582,298.7517,-0.8950,0.7553,92.2458,
11.407627,0.0111,0.0087,1.0014,0.0405,-0.0215,0.0475,1006.3391,23.6558,11.5534,-41.6508,298.7533,-0.8995,0.7515,92.2458,
11.508423,-0.0041,0.0104,0.9947,0.0766,0.0131,-0.0618,1006.3666,23.8876,12.1878,-41.0774,298.7568,-0.9012,0.7503,92.2458,
11.608330,0.0095,0.0111,1.0050,-0.0563,-0.0106,0.0763,1006.3483,23.5948,12.1878,-41.1872,298.7584,-0.9008,0.7414,91.4750,
11.708756,0.0066,0.0083,1.0006,0.0652,-0.0070,-0.0753,1006.3361,22.5822,11.6510,-41.2848,298.7621,-0.9071,0.7444,91.4750,
11.809313,0.0056,0.0154,1.0033,0.0159,0.0758,-0.2490,1006.3177,24.2414,11.6510,-41.0408,298.7651,-0.9130,0.7356,90.4999,
11.909999,-0.0014,0.0159,0.9832,-0.0496,0.0427,-0.2500,1006.3422,23.1800,11.7364,-41.1750,298.7687,-0.9191,0.7293,90.4999,
12.010288,0.0094,0.0108,0.9797,0.0162,0.0131,-0.2180,1006.3452,23.4118,12.4318,-42.0046,298.7699,-0.9200,0.7283,90.4999,
12.110245,0.0028,0.0056,1.0054,0.0309,-0.0276,-0.0310,1006.3452,23.4606,11.6388,-41.9680,298.7719,-0.9232,0.7298,90.5804,
12.210586,0.0204,0.0207,0.9910,-0.1012,-0.0390,0.2010,1006.3147,22.9726,11.5534,-41.5776,298.7724,-0.9262,0.7306,90.5804,
12.311316,0.0043,0.0102,1.0299,0.0938,-0.0115,0.0869,1006.3879,23.2898,12.0048,-40.9798,298.7759,-0.9262,0.7303,90.5804,
12.411710,0.0132,0.0202,1.0172,-0.0725,-0.1074,0.4166,1006.2933,23.4972,12.3586,-41.6020,298.7767,-0.9245,0.7227,90.6433,
12.511751,0.0135,0.0226,1.0042,0.0757,0.0194,0.0136,1006.3483,23.4972,12.2488,-42.3950,298.7782,-0.9319,0.7344,90.6433,
12.611683,-0.0086,0.0231,0.9979,0.1646,0.0374,-0.3472,1006.4062,23.2654,11.5656,-41.0652,298.7767,-0.9382,0.7406,90.6433,
12.711814,0.0173,0.0117,0.9713,0.1156,-0.0069,-0.2820,1006.3605,23.1800,11.8218,-41.1750,298.7770,-0.9425,0.7446,91.2763,
12.812141,0.0192,0.0220,1.0244,0.1039,-0.0024,0.1300,1006.3818,23.8632,11.9194,-41.0652,298.7772,-0.9483,0.7330,91.2763,
12.912871,0.0192,0.0165,0.9958,-0.0189,-0.0279,0.0094,1006.3452,23.0702,11.5534,-41.3702,298.7753,-0.9542,0.7318,91.2763,
13.013676,0.0001,0.0193,1.0079,0.1089,0.0511,0.1356,1006.3788,23.4606,11.7364,-41.0652,298.7714,-0.9601,0.7348,89.8201,
13.113982,0.0289,0.0203,0.9805,-0.0286,-0.0039,0.0534,1006.3727,23.8632,11.8950,-42.4682,298.7690,-0.9645,0.7410,89.8201,
13.214358,-0.0063,0.0106,0.9833,-0.0239,0.0060,-0.1088,1006.3818,23.4972,12.2610,-41.4922,298.7647,-0.9686,0.7410,89.8201,
13.314662,0.0110,0.0174,0.9975,-0.0284,-0.0408,-0.1164,1006.3757,24.2658,12.0170,-40.7602,298.7635,-0.9721,0.7420,91.7159,
13.415188,0.0078,0.0139,1.0072,0.0354,-0.0358,-0.1183,1006.3971,23.6680,11.8340,-41.1628,298.7612,-0.9735,0.7465,91.7159,
13.515739,0.0154,0.0186,1.0251,0.1370,-0.0478,0.1456,1006.3513,22.8628,11.3582,-42.1632,298.7585,-0.9705,0.7411,91.7159,
13.615619,0.0143,0.0202,1.0211,0.1029,-0.0524,0.2858,1006.3757,23.4728,11.8218,-41.2726,298.7543,-0.9728,0.7366,91.1197,
13.716199,0.0173,0.0245,1.0045,0.1667,-0.0151,-0.0102,1006.3728,23.0946,12.0048,-41.3946,298.7523,-0.9756,0.7352,91.1197,
13.816383,0.0055,0.0116,1.0192,0.0566,-0.0410,-0.0404,1006.3850,23.2898,12.0902,-41.2848,298.7480,-0.9777,0.7225,91.1197,
13.918020,0.0081,0.0126,0.9949,-0.0128,-0.0419,-0.0872,1006.3789,23.0824,11.8218,-41.2848,298.7444,-0.9828,0.7183,90.2737,
14.016887,0.0237,0.0092,0.9857,0.0798,0.0277,-0.2207,1006.4125,23.5948,12.1878,-41.0896,298.7398,-0.9854,0.7166,90.2737,
14.117232,0.0148,0.0122,0.9979,0.0915,-0.0166,-0.0255,1006.4094,23.7412,11.4558,-41.8460,298.7343,-0.9886,0.7095,90.2737,
14.217497,0.0120,0.0131,1.0056,-0.0234,-0.0576,0.0212,1006.4186,23.0092,12.1634,-42.0046,298.7299,-0.9940,0.7075,89.8541,
14.317779,0.0211,0.0078,0.9723,-0.0149,0.0167,-0.1082,1006.4308,23.9486,11.6510,-41.2482,298.7256,-0.9931,0.7124,89.8541,
14.418369,-0.0067,0.0173,1.0122,-0.1162,0.0150,-0.0606,1006.3972,23.7900,12.2854,-40.7846,298.7195,-0.9943,0.7115,89.8541,
14.518618,0.0160,0.0223,0.9873,0.0693,0.0370,-0.1002,1006.3911,23.3996,12.3464,-41.6996,298.7156,-0.9992,0.7174,90.1675,
14.618823,0.0225,0.0216,0.9855,-0.1013,0.0146,0.1651,1006.3851,23.5460,11.4680,-41.4556,298.7085,-1.0031,0.7199,90.1675,
14.719254,0.0100,0.0251,1.0273,0.0667,-0.0382,0.2104,1006.4186,23.3630,11.5534,-41.4556,298.7031,-1.0048,0.7191,90.1675,
14.819502,0.0086,0.0101,1.0128,0.0102,-0.0508,0.1256,1006.3942,23.2044,12.1756,-41.6020,298.6966,-1.0073,0.7213,90.6328,
14.920016,0.0264,0.0215,0.9762,-0.0197,0.0191,-0.1641,1006.4247,23.6070,12.4440,-41.6996,298.6920,-1.0125,0.7221,90.6328,
15.020390,0.0131,0.0192,0.9916,0.1688,0.0283,-0.2836,1006.3820,23.0824,11.9072,-41.5898,298.6866,-1.0198,0.7193,90.6328,
15.120707,0.0260,0.0205,0.9922,0.0565,0.0260,0.0399,1006.3607,23.2410,11.2850,-41.5532,298.6809,-1.0254,0.7022,90.7955,
15.221352,0.0288,0.0148,1.0031,0.0125,0.0166,0.1309,1006.3301,23.6924,12.2854,-40.5894,298.6766,-1.0341,0.6875,90.7955,
15.321256,0.0077,0.0150,1.0240,0.2097,0.0369,0.0454,1006.4003,23.0702,11.6266,-42.1754,298.6734,-1.0428,0.6743,90.7955,
15.421931,0.0105,0.0083,1.0049,-0.0162,-0.0202,0.1275,1006.4217,23.7778,12.1024,-40.7724,298.6702,-1.0481,0.6543,89.1147,
15.522449,0.0136,0.0180,0.9946,-0.0094,0.0290,-0.1197,1006.3973,23.7656,11.8340,-40.8578,298.6660,-1.0568,0.6430,89.1147,
15.622359,0.0085,0.0190,0.9731,-0.0039,0.0080,-0.3406,1006.3911,23.7656,11.9072,-41.8704,298.6626,-1.0665,0.6358,89.1147,
15.723043,0.0136,0.0167,0.9437,-0.1259,-0.0437,-0.1754,1006.3911,23.2044,12.1756,-41.7972,298.6611,-1.0743,0.6272,90.2723,
15.823033,-0.0057,0.0151,0.9977,-0.1325,0.0120,0.0047,1006.3545,23.7534,11.7242,-41.7606,298.6602,-1.0766,0.5976,90.2723,
15.923469,-0.0082,0.0150,1.0554,-0.2460,-0.0610,0.6205,1006.3698,23.9486,11.5656,-41.2482,298.6577,-1.0774,0.5801,90.2723,
16.023731,0.0069,0.0115,1.0319,0.0393,-0.0515,0.2308,1006.4064,23.5704,11.9072,-41.4678,298.6555,-1.0857,0.5985,90.8491,
16.124220,-0.0032,0.0132,1.0223,0.1906,0.0210,-0.1150,1006.3820,22.9726,11.6632,-40.5772,298.6516,-1.0925,0.5931,90.8491,
16.225020,0.0208,0.0133,0.9876,0.0376,-0.0166,-0.1922,1006.3698,23.5826,12.0048,-41.3824,298.6497,-1.1024,0.5891,90.8491,
16.325330,-0.0173,0.0262,1.0029,-0.1652,0.0040,0.0615,1006.3972,23.5582,11.6388,-41.6630,298.6490,-1.1078,0.5693,90.2964,
16.426703,0.0213,0.0263,0.9994,-0.1978,-0.0484,0.2817,1006.3942,23.3630,11.5778,-40.6626,298.6463,-1.1131,0.5585,90.2964,
16.527739,0.0092,0.0083,1.0376,0.0431,-0.0778,0.1241,1006.3972,24.3512,11.8218,-41.4434,298.6425,-1.1182,0.5590,90.2964,
16.627437,-0.0007,0.0149,1.0115,0.1140,0.0017,0.0526,1006.3851,23.4606,11.7242,-41.8704,298.6376,-1.1235,0.5595,90.2324,
16.727826,-0.0033,0.0218,0.9997,0.1484,0.0149,-0.2008,1006.3973,23.9364,11.4680,-41.7484,298.6360,-1.1337,0.5639,90.2324,
16.828010,0.0026,0.0242,0.9715,-0.2346,0.0076,-0.1488,1006.4034,24.1560,11.9316,-40.7602,298.6320,-1.1401,0.5459,90.2324,
16.928339,-0.0070,0.0222,0.9941,0.0219,-0.0709,-0.1602,1006.4217,23.9730,12.0170,-40.8700,298.6262,-1.1467,0.5591,89.3942,
17.028681,-0.0070,0.0102,1.0317,0.0698,-0.0403,-0.2658,1006.3668,23.0946,12.0048,-41.3946,298.6192,-1.1515,0.5681,89.3942,
17.129812,0.0139,0.0231,0.9835,-0.0726,-0.0814,0.3075,1006.3851,24.2292,11.3826,-41.2238,298.6173,-1.1558,0.5841,89.3942,
