
time,gFx,gFy,gFz,ax,ay,az,p,Bx,By,Bz,Azimuth,Pitch,Roll,Gain,
270.757092,-0.0143,0.2216,1.0549,-0.6642,-0.1903,0.8079,981.0324,-0.4880,16.9336,-48.6048,349.4865,-13.5521,3.0091,100.6842,
270.857477,-0.0273,0.2062,1.0454,-0.5787,-0.1981,0.5347,981.0263,-0.6344,16.1406,-48.3608,349.3967,-13.5588,2.9643,100.6842,
270.957883,-0.0106,0.2000,1.0213,-0.6909,-0.1592,0.5699,980.9988,-0.7076,16.6774,-48.3974,349.3705,-13.5699,2.9429,100.6842,
271.057886,-0.0128,0.2128,1.0522,-0.6905,-0.2783,0.5527,980.9501,-1.1834,16.7750,-47.9094,349.2939,-13.5760,2.9024,100.6888,
271.158337,-0.0254,0.2080,1.0472,-0.5345,-0.1419,0.5773,980.9501,-0.4880,16.9336,-48.3974,349.2170,-13.5728,2.8414,100.6888,
271.258375,-0.0168,0.2058,1.0258,-0.5594,-0.2278,0.5535,980.9562,-0.9272,16.2260,-48.2754,349.1634,-13.5688,2.7976,100.6888,
271.358715,-0.0053,0.2060,1.0304,-0.8271,-0.3014,0.4659,980.8616,-0.4270,16.4090,-48.2754,349.1193,-13.5635,2.7570,100.0507,
271.459345,0.0013,0.2091,1.0186,-0.5172,-0.2592,0.4478,980.8768,-0.5124,16.6774,-47.8850,349.0942,-13.5692,2.7253,100.0507,
271.559700,-0.0349,0.2172,1.0459,-0.7176,-0.2125,0.6146,980.8311,-0.6222,16.4090,-47.9704,349.0420,-13.5746,2.6685,100.0507,
271.659613,-0.0239,0.2083,1.0433,-0.6861,-0.2235,0.3401,980.8188,-0.1220,16.6042,-47.6654,348.9702,-13.5735,2.6051,99.8906,
271.760171,-0.0234,0.2147,1.0165,-0.4872,-0.1978,0.5097,980.8097,-0.1220,16.5066,-47.7630,348.9199,-13.5790,2.5728,99.8906,
271.860048,-0.0016,0.2230,1.0215,-0.5123,-0.1903,0.4935,980.7731,0.0488,16.1528,-47.7386,348.8669,-13.5832,2.5409,99.8906,
271.960294,-0.0220,0.2147,1.0151,-0.5223,-0.1717,0.5022,980.7487,-0.0244,16.4944,-48.2632,348.8495,-13.5873,2.5241,99.6943,
272.062101,-0.0073,0.2196,1.0183,-0.4733,-0.3461,0.4923,980.7792,0.0366,15.9698,-48.0314,348.8107,-13.5814,2.4756,99.6943,
272.161146,0.0081,0.2093,1.0495,-0.5505,-0.2508,0.4636,980.6632,-0.7320,16.1406,-48.3608,348.7650,-13.5787,2.4374,99.6943,
272.263335,0.0108,0.2208,1.0308,-0.3583,-0.1743,0.5345,980.6602,-0.4148,16.6652,-48.4828,348.7231,-13.5820,2.4106,99.7005,
272.363791,0.0208,0.2147,1.0355,-0.1943,-0.3143,0.3280,980.6541,0.7442,16.4944,-48.7512,348.6440,-13.5887,2.3880,99.7005,
272.464302,0.0093,0.2285,1.0153,-0.3491,-0.1537,0.5476,980.6449,-0.0244,16.5066,-47.8606,348.5826,-13.5873,2.3053,99.7005,
272.564850,-0.0058,0.2178,1.0358,-0.4390,-0.2340,0.5734,980.6083,-0.2562,16.0430,-48.5560,348.5149,-13.5904,2.1939,99.5038,
272.664944,-0.0072,0.2064,1.0045,-0.4329,-0.2265,0.5829,980.6235,0.7320,16.1406,-48.3242,348.4320,-13.5990,2.1076,99.5038,
272.765370,-0.0166,0.2213,1.0259,-0.5092,-0.1498,0.5025,980.5839,0.5978,15.6160,-48.2998,348.3289,-13.6163,2.0437,99.5038,
272.865995,-0.0191,0.2076,1.0037,-0.4676,-0.2398,0.4519,980.5411,0.0366,15.9454,-49.0440,348.2818,-13.6220,1.9442,100.2000,
272.966343,-0.0146,0.2193,1.0182,-0.3577,-0.2409,0.5254,980.5441,1.1712,15.4452,-48.0802,348.1867,-13.6099,1.8230,100.2000,
273.066297,0.0097,0.2183,0.9913,-0.3630,-0.2830,0.4407,980.5594,0.7076,15.7990,-48.1046,348.1436,-13.6147,1.7693,100.2000,
273.166884,-0.0146,0.2182,1.0372,-0.5707,-0.1329,0.4135,980.5167,-0.0488,16.2260,-48.7512,348.0839,-13.6066,1.7298,99.7254,
273.267097,-0.0290,0.2087,0.9919,-0.3412,-0.1982,0.5970,980.4678,0.7320,16.1406,-48.3242,348.0225,-13.5949,1.6725,99.7254,
273.367547,-0.0234,0.2172,0.9869,-0.2581,-0.3253,0.3737,980.4617,0.7076,15.6892,-48.7024,347.9554,-13.5903,1.6238,99.7254,
273.468109,-0.0007,0.2148,1.0265,-0.4122,-0.2697,0.3745,980.3946,0.4148,15.7868,-48.2144,347.9167,-13.5870,1.5579,100.3951,
273.568499,-0.0146,0.2039,1.0142,-0.2798,-0.2375,0.5161,980.3610,0.9028,15.7868,-48.7024,347.8743,-13.5827,1.5028,100.3951,
273.668357,0.0069,0.2203,1.0221,-0.3746,-0.2203,0.2216,980.3915,1.3786,15.6160,-48.0802,347.7968,-13.5832,1.4341,100.3951,
273.768661,-0.0042,0.2047,1.0544,-0.3381,-0.2209,0.2474,980.3885,0.5490,16.3236,-48.3364,347.7364,-13.5873,1.4075,100.6396,
273.869113,-0.0206,0.1974,1.0360,-0.4883,-0.3132,0.6074,980.3915,1.5860,15.8844,-48.0924,347.6851,-13.5841,1.4187,100.6396,
273.969105,-0.0166,0.2011,1.0374,-0.4128,-0.3363,0.4082,980.3366,1.3664,15.4452,-47.8728,347.6402,-13.5882,1.4295,100.6396,
274.069743,-0.0131,0.2152,0.9935,-0.4258,-0.2225,0.7297,980.3336,1.5494,15.2500,-48.6658,347.5971,-13.5976,1.4660,100.4909,
274.169945,-0.0002,0.2173,1.0161,-0.2474,-0.3362,0.6372,980.3000,1.3054,15.9698,-48.5072,347.5366,-13.6158,1.5047,100.4909,
274.269763,0.0036,0.2126,1.0755,-0.4664,-0.2471,0.6098,980.2725,1.2810,15.6038,-48.4828,347.4937,-13.6384,1.5033,100.4909,
274.370967,-0.0141,0.2318,1.0449,-0.3915,-0.3528,0.4687,980.2420,1.0736,15.4208,-48.8854,347.4026,-13.6548,1.4769,100.1751,
274.472180,-0.0196,0.2124,1.0591,-0.4476,-0.2028,0.3177,980.2786,1.0004,15.7014,-48.2022,347.3186,-13.6661,1.4338,100.1751,
274.572462,0.0068,0.2007,1.0712,-0.4197,-0.2838,0.6700,980.2328,1.5738,15.5184,-48.5804,347.2507,-13.6808,1.4347,100.1751,
274.672899,0.0069,0.2135,1.0340,-0.3494,-0.1938,0.4724,980.1718,2.1228,16.5920,-48.2144,347.1841,-13.6969,1.4613,100.4827,
274.773284,-0.0183,0.2126,1.0515,-0.3359,-0.3779,0.4497,980.2206,1.1956,15.7746,-48.8000,347.1110,-13.7000,1.4658,100.4827,
274.873343,-0.0307,0.2160,1.0355,-0.4683,-0.3054,0.3989,980.1962,1.4762,15.6038,-48.7878,347.0269,-13.6851,1.4320,100.4827,
274.974007,0.0025,0.2188,1.0295,-0.2443,-0.2020,0.4285,980.1047,1.2810,15.5916,-49.2880,346.9358,-13.6794,1.3926,99.8489,
275.073842,-0.0137,0.1908,1.0087,-0.2922,-0.3307,0.2093,980.1199,2.1838,15.9576,-48.6780,346.8528,-13.6714,1.3096,99.8489,
275.174375,-0.0031,0.2329,1.0152,-0.3494,-0.3072,0.2392,980.0925,1.5494,15.2622,-48.3608,346.7594,-13.6520,1.2386,99.8489,
275.275078,-0.0115,0.1957,1.0146,-0.2874,-0.1578,0.4196,980.0711,1.8422,15.2500,-48.4584,346.6946,-13.6317,1.2299,99.5001,
275.374908,-0.0176,0.2009,1.0284,-0.3302,-0.3306,0.5011,980.0467,1.4640,15.3476,-48.3730,346.6312,-13.6255,1.2832,99.5001,
275.475235,-0.0397,0.2055,1.0303,-0.4657,-0.2167,0.5356,980.0192,1.5616,15.4330,-48.2754,346.5675,-13.6118,1.2440,99.5001,
275.575539,-0.0036,0.1916,1.0076,-0.1040,-0.1674,0.4115,979.9979,1.3908,15.7990,-48.1900,346.5401,-13.6080,1.2083,100.2774,
275.676254,-0.0091,0.2176,1.0076,-0.1697,-0.2541,0.3032,979.9765,2.2448,15.4330,-48.6536,346.5110,-13.6044,1.1687,100.2774,
275.777196,0.0050,0.2208,1.0141,-0.2381,-0.2303,0.3427,979.9429,1.6836,15.8844,-48.0924,346.4111,-13.6115,1.0819,100.2774,
275.878383,-0.0238,0.2051,0.9811,-0.0667,-0.2082,0.2547,979.9521,2.5132,15.0182,-46.9212,346.3371,-13.6121,0.9936,100.4418,
275.978403,-0.0016,0.2258,0.9969,-0.4016,-0.4027,0.4824,979.9825,1.9154,14.8230,-47.9338,346.2206,-13.6045,0.8135,100.4418,
276.079138,0.0084,0.2185,1.0132,-0.1724,-0.1701,0.3284,979.9154,2.6230,15.1646,-48.6292,346.1128,-13.5970,0.7129,100.4418,
276.179186,-0.0152,0.2176,1.0367,-0.1149,-0.1781,0.3474,979.9673,2.7206,15.2622,-48.2266,346.0341,-13.5978,0.6522,100.5896,
276.279913,-0.0172,0.1972,0.9849,-0.2149,-0.2952,0.2414,979.9276,3.0988,14.9206,-47.8972,345.9783,-13.5970,0.5837,100.5896,
276.380633,-0.0205,0.2112,0.9916,-0.2769,-0.1520,0.3909,979.7781,2.7084,14.9084,-48.1168,345.8760,-13.6130,0.4293,100.5896,
276.481274,-0.0061,0.2063,1.0204,-0.0769,-0.2467,0.3084,979.7598,3.3062,15.2378,-49.3246,345.7973,-13.6234,0.3566,100.6712,
276.581328,-0.0245,0.2075,1.0226,-0.1455,-0.3147,0.2298,979.8239,2.8182,15.1646,-48.4218,345.7043,-13.6374,0.2571,100.6712,
276.681920,-0.0201,0.2271,1.0036,-0.1454,-0.1449,0.3429,979.8544,3.5502,14.3716,-48.5682,345.6174,-13.6433,0.0920,100.6712,
276.781895,-0.0385,0.2158,1.0037,-0.0144,-0.2102,0.2798,979.8422,3.0988,14.8962,-48.9098,345.5132,-13.6496,-0.0640,99.8805,
276.882651,-0.0260,0.2118,1.0301,-0.1131,-0.3491,0.2124,979.8025,2.2082,14.7254,-48.1168,345.4116,-13.6475,-0.2184,99.8805,
276.983051,-0.0451,0.1951,1.0138,-0.1401,-0.2036,0.4780,979.7903,3.8552,14.5424,-48.5682,345.3932,-13.6451,-0.3287,99.8805,
277.083785,-0.0155,0.2018,1.0232,0.0059,-0.2511,0.4471,979.7598,3.8918,15.1768,-48.4950,345.3438,-13.6466,-0.3589,100.1254,
277.184119,-0.0075,0.1999,0.9909,-0.0546,-0.1167,0.5232,979.7110,4.2212,14.2130,-47.4336,345.2639,-13.6479,-0.4044,100.1254,
277.284653,-0.0028,0.2045,0.9914,-0.2167,-0.2220,0.4416,979.6530,4.0626,14.9206,-47.7752,345.1776,-13.6559,-0.4484,100.1254,
277.385190,-0.0404,0.2125,1.0073,-0.1924,-0.1479,0.4344,979.6500,3.6844,15.0914,-48.2022,345.0819,-13.6662,-0.5201,100.2143,
277.485641,-0.0203,0.2187,1.0464,-0.1535,-0.3632,0.5081,979.6317,3.6722,14.8108,-48.4828,345.0022,-13.6758,-0.5858,100.2143,
277.586399,-0.0149,0.2133,1.0035,0.1068,-0.1605,0.3064,979.6042,4.1236,14.2984,-48.0436,344.9204,-13.6759,-0.6288,100.2143,
277.686540,-0.0301,0.2075,1.0216,-0.0844,-0.1681,0.4611,979.6652,4.1602,14.8108,-48.6780,344.8438,-13.6769,-0.6606,100.5036,
277.787434,-0.0242,0.1963,0.9933,-0.1177,-0.2837,0.3183,979.6164,4.4286,14.3838,-48.1412,344.7744,-13.6641,-0.7029,100.5036,
277.887909,-0.0017,0.2198,1.0177,-0.0687,-0.2214,0.2159,979.5676,4.6482,14.7376,-48.2510,344.7051,-13.6405,-0.7201,100.5036,
277.987967,-0.0329,0.2152,1.0165,-0.0693,-0.3081,0.1869,979.5402,4.3066,13.9080,-49.4344,344.6369,-13.6193,-0.7146,100.6249,
278.088466,-0.0467,0.2015,0.9733,-0.0798,-0.3889,0.3851,979.4639,4.2578,14.8108,-48.5682,344.5572,-13.6039,-0.6877,100.6249,
278.188841,-0.0353,0.2091,1.0336,-0.1858,-0.2794,0.5875,979.4944,4.6116,14.2984,-47.7264,344.5038,-13.5875,-0.6577,100.6249,
278.289063,-0.0140,0.2194,1.0071,-0.0627,-0.2297,0.3019,979.4608,4.6116,14.2008,-48.4340,344.4291,-13.5795,-0.6253,100.6715,
278.389827,-0.0073,0.1943,0.9971,-0.0653,-0.1715,0.4902,979.4089,4.3188,14.1886,-48.7390,344.3453,-13.5808,-0.5759,100.6715,
278.490085,-0.0375,0.2034,1.0081,-0.1758,-0.3382,0.3418,979.4059,5.2216,14.5546,-48.6292,344.2637,-13.5850,-0.5218,100.6715,
278.590365,-0.0171,0.2062,1.0402,-0.0703,-0.3229,0.4990,979.4242,4.3432,14.6400,-48.7634,344.1827,-13.5850,-0.5048,100.7004,
278.690403,-0.0190,0.2162,1.0109,-0.1899,-0.2578,0.5371,979.3632,4.0138,14.0178,-48.3364,344.1039,-13.5789,-0.4588,100.7004,
278.790668,-0.0335,0.2066,1.0294,0.0439,-0.2693,0.2182,979.3845,3.8064,13.8348,-48.5316,344.0229,-13.5806,-0.4143,100.7004,
278.891193,-0.0345,0.2029,1.0441,0.0700,-0.1765,0.5052,979.3295,4.5018,14.0300,-47.8240,343.9411,-13.5806,-0.3688,100.7098,
278.991519,-0.0305,0.2068,1.0180,-0.0655,-0.1914,0.5033,979.2990,4.3432,14.5424,-48.8610,343.8624,-13.5837,-0.3391,100.7098,
279.091900,-0.0172,0.2042,1.0617,0.0489,-0.3162,0.2744,979.3417,4.6116,14.2984,-48.1290,343.7791,-13.5872,-0.3106,100.7098,
279.192179,-0.0267,0.2083,0.9873,-0.1551,-0.2428,0.2002,979.2990,4.5140,14.2740,-49.1416,343.6938,-13.5971,-0.2975,100.1415,
279.292317,0.0019,0.2209,1.0196,-0.1230,-0.3206,0.3212,979.2593,4.9898,14.0178,-48.7146,343.6094,-13.6059,-0.2961,100.1415,
279.392851,-0.0169,0.1938,1.0034,-0.0290,-0.2338,0.3546,979.2960,4.5140,14.1032,-48.6292,343.5179,-13.6128,-0.3107,100.1415,
279.492940,-0.0121,0.2136,1.0036,-0.1604,-0.3628,0.4527,979.2532,5.2948,14.2130,-47.9094,343.4267,-13.6224,-0.3215,100.5196,
279.593501,0.0025,0.2144,1.0216,-0.0458,-0.2813,0.3862,979.2288,4.9898,14.0056,-49.2148,343.3269,-13.6321,-0.3386,100.5196,
279.694508,0.0012,0.2056,1.0671,0.0993,-0.3428,0.3204,979.1830,5.2582,13.6762,-48.0802,343.2184,-13.6451,-0.3566,100.5196,
279.794037,-0.0062,0.2037,0.9792,-0.1204,-0.2881,0.7140,979.2075,5.0142,14.3716,-48.9342,343.1288,-13.6525,-0.3196,100.6314,
279.894304,-0.0339,0.2019,1.0311,-0.1119,-0.2657,0.5316,979.1647,4.7946,14.0056,-48.9220,343.0198,-13.6675,-0.3534,100.6314,
279.994317,-0.0154,0.2000,1.0161,-0.0106,-0.2330,0.5323,979.0976,5.3680,13.7616,-48.1900,342.9157,-13.6877,-0.3853,100.6314,
280.094681,-0.0200,0.2183,1.0262,-0.1109,-0.1992,0.4685,979.1159,4.6604,13.3956,-48.6902,342.8369,-13.7014,-0.4089,99.6578,
280.194739,-0.0445,0.2030,1.0294,-0.1476,-0.3439,0.3806,979.0915,5.0752,13.7494,-48.5926,342.7377,-13.7124,-0.4271,99.6578,
280.295336,-0.0180,0.1926,0.9911,-0.0884,-0.3507,0.2686,979.0549,4.7580,13.4078,-48.0802,342.6424,-13.7122,-0.4607,100.2045,
280.395347,-0.0326,0.2279,1.0494,-0.1539,-0.3155,0.3038,979.0518,4.7092,14.2008,-48.5316,342.5345,-13.7262,-0.5185,100.2045,
280.495803,-0.0090,0.2147,0.9950,-0.0431,-0.1998,0.7653,979.0518,5.3314,13.1272,-48.8610,342.4435,-13.7349,-0.5462,100.2045,
280.596284,-0.0164,0.2264,1.0523,-0.0649,-0.2285,0.4027,979.0213,5.3558,13.6640,-48.5804,342.3500,-13.7401,-0.5611,100.4480,
280.696442,-0.0037,0.2025,1.0051,-0.1092,-0.3454,0.5185,979.0274,5.3680,13.8470,-48.2876,342.2463,-13.7497,-0.5957,100.4480,
280.796906,-0.0130,0.2124,1.0387,0.0854,-0.2762,0.6877,979.0060,5.0508,13.2980,-48.9830,342.1420,-13.7627,-0.6379,100.4480,
280.897393,-0.0070,0.2099,1.0171,-0.0100,-0.2648,0.3813,978.9360,5.7340,13.4078,-48.2632,342.0469,-13.7731,-0.7059,100.6469,
280.997572,0.0139,0.2179,1.0171,0.0986,-0.2312,0.4150,978.9421,6.2220,13.4078,-48.2510,341.9316,-13.7878,-0.7959,100.6469,
281.097962,-0.0237,0.1978,1.0439,0.0695,-0.2421,0.5344,978.9177,6.2342,13.5786,-48.3608,341.8033,-13.7948,-0.9200,100.6469,
281.198364,-0.0005,0.1999,1.0099,0.0993,-0.3452,0.4772,978.8627,5.5510,13.6762,-48.1778,341.6831,-13.8135,-1.0730,100.6868,
281.298794,0.0131,0.2100,0.9945,0.1095,-0.2476,0.5801,978.8963,7.0028,13.4810,-48.8366,341.5626,-13.8283,-1.2157,100.6868,
281.399052,-0.0092,0.1925,1.0254,0.1707,-0.3671,0.5389,978.8627,6.6124,13.4078,-48.4340,341.4363,-13.8423,-1.3830,100.6868,
281.499036,-0.0282,0.1839,0.9998,-0.0053,-0.2581,0.5114,978.8444,6.7100,13.4932,-48.5438,341.3225,-13.8554,-1.5509,100.4832,
281.599649,-0.0154,0.2083,1.0557,0.2471,-0.2366,0.2567,978.7986,6.7832,13.0540,-48.3120,341.2016,-13.8735,-1.7491,100.4832,
281.699615,-0.0013,0.2060,1.0128,0.4314,-0.2444,0.4975,978.7895,6.8198,13.6762,-48.0436,341.0965,-13.8834,-1.8645,100.4832,
281.799957,-0.0343,0.2240,1.0291,0.3236,-0.2458,0.7308,978.7651,6.7588,12.6026,-48.4950,340.9706,-13.8889,-2.0317,99.8258,
281.900727,0.0017,0.2049,1.0493,0.1992,-0.4156,0.2664,978.7406,7.3810,13.1394,-48.2022,340.8365,-13.8986,-2.2584,99.8258,
282.000665,-0.0207,0.2092,1.0349,0.2495,-0.2715,0.4665,978.7162,7.2834,13.3102,-48.5194,340.7105,-13.9144,-2.4804,99.8258,
282.101030,0.0033,0.2257,1.0036,0.3050,-0.2799,0.2247,978.6948,7.5396,12.6026,-48.3730,340.5977,-13.9227,-2.6500,100.4140,
282.201499,-0.0068,0.2197,1.0360,0.1781,-0.2607,0.3951,978.6552,7.2712,12.9686,-48.2022,340.4730,-13.9284,-2.8222,100.4140,
282.302061,0.0013,0.2129,1.0117,0.4454,-0.2878,0.4554,978.6216,7.9666,13.3224,-48.4950,340.3629,-13.9250,-3.0078,100.4140,
282.402514,-0.0004,0.2035,1.0377,0.4089,-0.3675,0.4261,978.5544,8.2594,13.2370,-47.9826,340.2369,-13.9180,-3.1992,100.5785,
282.503070,-0.0179,0.2046,0.9897,0.4423,-0.3541,0.6731,978.5392,8.4180,12.5294,-47.9460,340.1174,-13.9031,-3.3813,100.5785,
282.603243,-0.0240,0.2181,1.0123,0.3935,-0.2662,0.0810,978.5239,8.6010,12.3586,-47.7264,339.9907,-13.8937,-3.5767,100.5785,
282.703721,-0.0054,0.2180,0.9879,0.4241,-0.1602,0.4728,978.5667,9.2842,12.5294,-47.9216,339.8617,-13.8820,-3.7757,100.6286,
282.803794,-0.0160,0.2269,1.0411,0.7009,-0.1748,0.4504,978.5209,8.8694,13.6030,-47.9826,339.7523,-13.8550,-3.9280,100.6286,
282.904394,-0.0018,0.2136,1.0468,0.4238,-0.1842,0.2959,978.4781,9.4794,12.3708,-47.5068,339.6330,-13.8242,-4.0673,100.6286,
283.004332,-0.0100,0.2282,1.0527,0.5111,-0.1528,0.6244,978.5117,9.4794,12.4318,-48.7146,339.5185,-13.7641,-4.1439,100.0268,
283.105736,-0.0117,0.2064,1.0046,0.5359,-0.2265,0.4375,978.4446,9.4916,12.6148,-48.3242,339.3991,-13.7144,-4.2538,100.0268,
283.205827,-0.0077,0.2062,1.0556,0.6622,-0.2978,0.2063,978.4598,9.7722,12.5538,-47.2994,339.2781,-13.6616,-4.3845,100.0268,
283.305160,-0.0016,0.2050,1.0326,0.4367,-0.2936,0.1336,978.4476,9.8088,12.9808,-47.8240,339.1627,-13.5718,-4.4090,99.9172,
283.405800,-0.0270,0.1974,0.9964,0.6729,-0.1813,0.4845,978.4537,10.4798,12.8954,-47.5068,339.0536,-13.5098,-4.4646,99.9172,
283.505821,-0.0210,0.2119,1.0122,0.5826,-0.2364,0.2799,978.5087,10.4554,12.4318,-48.4828,338.9291,-13.4333,-4.5662,99.9172,
283.606092,-0.0127,0.2153,1.0165,0.6338,-0.2253,0.2297,978.4446,11.1264,12.2000,-47.3482,338.8187,-13.3623,-4.6259,100.1492,
283.706494,-0.0056,0.2048,0.9821,0.6594,-0.1648,0.0345,978.3927,11.4192,12.2854,-47.4458,338.7117,-13.2908,-4.6348,100.1492,
283.807161,-0.0282,0.2064,1.0002,0.6195,-0.2074,0.1746,978.4109,11.8096,12.3708,-47.4458,338.6090,-13.2044,-4.6363,100.1492,
283.907066,-0.0267,0.1979,0.9753,0.5000,-0.1426,0.2319,978.3316,10.9190,12.1024,-47.3482,338.5158,-13.1061,-4.6206,100.4913,
284.007474,-0.0179,0.2107,0.9780,0.4652,-0.2456,0.2994,978.3530,11.7364,12.7368,-47.0554,338.4180,-13.0303,-4.6434,100.4913,
284.107932,-0.0032,0.1970,0.9806,0.7457,-0.2415,0.1351,978.2858,11.6388,12.7124,-48.1656,338.3260,-12.9702,-4.6486,100.4913,
284.207946,-0.0074,0.2111,0.9662,0.7707,-0.1311,0.0455,978.2309,11.9316,12.6514,-46.7504,338.2417,-12.8988,-4.5578,99.7470,
284.308527,-0.0149,0.2142,1.0157,0.5602,-0.1371,0.1251,978.2462,12.3830,12.2122,-46.8114,338.1560,-12.8468,-4.5720,99.7470,
284.408886,-0.0027,0.2109,0.9827,0.5517,-0.2452,0.0418,978.2034,12.7856,12.3708,-47.5190,338.0748,-12.7916,-4.5763,99.7470,
284.508718,-0.0207,0.2138,0.9884,0.5907,-0.1593,0.0830,978.1546,12.9076,12.6636,-46.5186,337.9993,-12.7480,-4.5740,99.6374,
284.609229,-0.0242,0.2173,0.9908,0.6356,-0.0671,0.0729,978.1210,13.4688,12.2854,-47.3970,337.9143,-12.7083,-4.6165,99.6374,
284.710041,-0.0170,0.1952,0.9870,0.5913,-0.0677,0.1104,978.1271,13.4566,12.2000,-47.1896,337.8181,-12.6813,-4.6978,99.6374,
284.810302,-0.0300,0.2107,0.9447,0.7963,0.0209,0.0029,978.1912,13.4566,12.1268,-46.9822,337.7487,-12.6601,-4.7204,99.7525,
284.911038,-0.0241,0.2189,0.9836,0.6670,-0.2643,0.1134,978.1241,13.1516,11.8706,-46.3722,337.6707,-12.6175,-4.7510,99.7525,
285.011439,-0.0055,0.2013,0.9898,0.5588,-0.0947,0.0707,978.0508,13.6640,12.3098,-46.6894,337.5679,-12.5979,-4.8721,99.7525,
285.111386,-0.0212,0.2111,0.9998,0.6388,-0.1784,0.1187,978.0661,13.7860,12.8466,-46.3112,337.4758,-12.5874,-5.0073,99.9448,
285.212464,-0.0299,0.1978,0.9989,0.5192,-0.0878,0.1840,978.1058,14.5546,12.6758,-46.3722,337.4033,-12.5800,-5.0840,99.9448,
285.312931,-0.0243,0.2099,0.9985,0.5972,-0.1624,0.3214,978.0936,14.3350,12.2244,-46.3600,337.3500,-12.5564,-5.0136,99.9448,
285.413349,0.0069,0.2134,1.0011,0.7570,0.0123,0.1117,977.9593,14.7132,12.0658,-45.3352,337.2774,-12.5691,-5.0956,100.4215,
285.513637,-0.0212,0.2165,0.9812,0.5509,-0.0655,0.0755,977.9501,14.6156,12.0536,-46.2502,337.2031,-12.5621,-5.1276,100.4215,
285.614550,-0.0235,0.2145,0.9898,0.6602,-0.0983,0.2363,977.9562,14.8962,11.8706,-46.3356,337.1251,-12.5705,-5.2415,100.4215,
285.714724,-0.0178,0.2115,1.0152,0.7384,-0.0890,0.1909,977.9257,15.1280,12.5050,-45.9574,337.0489,-12.5805,-5.3579,100.6442,
285.815026,-0.0135,0.2053,1.0055,0.6744,-0.1382,0.0485,977.9593,15.4940,12.0658,-45.5182,336.9955,-12.5727,-5.3158,100.6442,
285.915196,-0.0519,0.1914,0.9984,0.6877,0.0104,0.0148,977.9044,15.1158,12.1390,-46.1404,336.9423,-12.5722,-5.3178,100.6442,
286.015125,-0.0349,0.2079,1.0203,0.7147,-0.1416,-0.0647,977.8494,14.8108,12.0658,-45.6402,336.8809,-12.5667,-5.3589,100.6920,
286.115742,-0.0481,0.1995,0.9866,0.5444,-0.1307,0.1768,977.8250,15.8844,11.9682,-46.3112,336.8180,-12.5654,-5.4189,100.6920,
286.215831,-0.0287,0.2028,1.0140,0.8313,0.0516,-0.1621,977.8403,15.5184,12.3220,-46.2380,336.7580,-12.5527,-5.4318,100.6920,
286.315967,-0.0385,0.1955,1.0248,0.8055,-0.0193,0.0170,977.7945,16.1772,11.9682,-46.2014,336.7015,-12.5394,-5.4614,100.4801,
286.416369,-0.0184,0.2069,0.9907,0.7237,-0.1156,0.2180,977.8525,16.1894,12.2488,-45.7134,336.6393,-12.5163,-5.5254,100.4801,
286.516751,-0.0295,0.2099,0.9769,0.7949,-0.0338,0.2331,977.7884,16.5798,12.2610,-44.9936,336.5784,-12.4865,-5.5367,100.4801,
286.617227,-0.0260,0.2078,1.0114,0.6727,-0.1706,0.0473,977.7182,16.9580,11.9804,-45.4694,336.5121,-12.4600,-5.5691,100.0584,
286.717541,-0.0281,0.2254,0.9959,0.7722,-0.0718,0.0873,977.7151,16.7872,12.4318,-45.6036,336.4417,-12.4218,-5.5615,100.0584,
286.817821,-0.0366,0.1919,0.9973,0.7111,-0.0449,0.1080,977.7121,17.0678,12.2488,-45.3840,336.3836,-12.3883,-5.5471,100.0584,
286.918274,-0.0423,0.2039,0.9892,0.7550,-0.0522,0.2927,977.6450,16.4822,12.1756,-44.6886,336.2931,-12.3392,-5.4947,100.4628,
287.018460,-0.0354,0.2001,0.9812,0.6057,-0.0140,0.0652,977.7060,17.5680,12.4562,-44.2738,336.1616,-12.2972,-5.4916,100.4628,
287.118372,-0.0547,0.2090,0.9808,0.5059,-0.1091,0.1559,977.6694,17.2630,12.1756,-45.0790,336.0267,-12.2575,-5.4053,100.4628,
287.218543,-0.0136,0.2032,0.9847,0.7207,-0.0735,0.0689,977.6297,17.4582,12.1756,-45.1644,335.9224,-12.2153,-5.3421,100.5932,
287.318861,-0.0454,0.2156,0.9666,0.6694,-0.0391,-0.0232,977.5992,18.0560,12.5294,-44.9692,335.7045,-12.1752,-5.2694,100.5932,
287.419575,-0.0286,0.1955,0.9721,0.5037,-0.0826,0.0433,977.6022,18.0804,12.9076,-44.0786,335.5256,-12.1414,-5.2422,100.5932,
287.519680,-0.0317,0.2006,0.9649,0.7871,-0.0188,-0.0523,977.5381,18.3976,11.7364,-44.6154,335.3108,-12.1114,-5.2592,99.8657,
287.619993,-0.0370,0.1748,0.9554,0.7069,-0.0366,0.0792,977.6022,17.8364,12.1634,-45.3596,334.9922,-12.0724,-5.2270,99.8657,
287.720287,-0.0375,0.2229,0.9531,0.4802,-0.1232,0.0358,977.5259,17.8364,11.9926,-45.2498,334.8108,-12.0476,-5.2570,99.8657,
287.820423,-0.0224,0.2066,0.9887,0.5107,-0.1254,-0.0991,977.4955,18.3244,12.1878,-44.6398,334.6333,-12.0263,-5.2999,99.9860,
